10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690;700;710;720;730;740;750;760;770;780;790;800;810;820;830;840;850;860;870;880;890;900;910;920;930;940;950;960;970;980;990;1000;
2026;2812;2590;3294;4159;5059;5370;5118;5850;6496;6931;7943;8062;8746;9314;9743;10378;11023;11345;11921;11903;12643;12597;12978;13711;14065;15919;17371;17171;17873;17498;17956;18509;18344;19234;19189;19560;21308;22692;21459;21748;23139;23520;24334;24691;24502;26023;27646;27880;26113;26645;28635;28080;29175;31438;34115;31404;31512;32202;32829;33667;33795;35249;34865;35502;34981;36583;36828;38145;37753;39065;40986;39908;42304;41275;44571;41673;42554;44861;44739;43894;46257;46345;48811;47190;47723;49617;49129;50727;49920;51785;49389;51316;50465;51371;54667;54561;53116;55995;54654;
1452;1109;704;1025;1185;1243;1312;873;1090;1237;1168;1307;1328;1473;1547;1616;1656;1857;1908;1955;1990;2160;2099;2132;2501;2382;3464;4078;3704;3972;3337;3124;3511;3069;3317;3287;3249;4189;4121;3811;3827;4118;4235;4414;4953;4412;4836;5316;4986;4372;4364;5268;4963;5038;6353;7151;5686;5873;6011;5952;6638;6438;6435;6267;6292;6420;7383;6701;7003;6673;7853;8071;7373;8074;7543;9428;7533;7799;9352;8198;7933;9804;8827;9721;8532;9943;9528;9149;10165;9508;10013;8162;9762;9318;9501;10928;10559;10396;11676;9753;
